library	symbol_name	address	symbol_type
DSOUND.DLL	DirectSoundCreate	EXTERNAL:00000001	Function
MFC40.DLL	Ordinal_4704	EXTERNAL:00000002	Function
MFC40.DLL	Ordinal_3314	EXTERNAL:00000003	Function
MFC40.DLL	Ordinal_4296	EXTERNAL:00000004	Function
MFC40.DLL	Ordinal_3922	EXTERNAL:00000005	Function
MFC40.DLL	Ordinal_3837	EXTERNAL:00000006	Function
MFC40.DLL	Ordinal_5647	EXTERNAL:00000007	Function
MFC40.DLL	Ordinal_2323	EXTERNAL:00000008	Function
MFC40.DLL	Ordinal_5649	EXTERNAL:00000009	Function
MFC40.DLL	Ordinal_3268	EXTERNAL:0000000a	Function
MFC40.DLL	Ordinal_4510	EXTERNAL:0000000b	Function
MFC40.DLL	Ordinal_1494	EXTERNAL:0000000c	Function
MFC40.DLL	Ordinal_4677	EXTERNAL:0000000d	Function
MFC40.DLL	Ordinal_1785	EXTERNAL:0000000e	Function
MFC40.DLL	Ordinal_1850	EXTERNAL:0000000f	Function
MFC40.DLL	Ordinal_2140	EXTERNAL:00000010	Function
MFC40.DLL	Ordinal_2617	EXTERNAL:00000011	Function
MFC40.DLL	Ordinal_2754	EXTERNAL:00000012	Function
MFC40.DLL	Ordinal_2843	EXTERNAL:00000013	Function
MFC40.DLL	Ordinal_3945	EXTERNAL:00000014	Function
MFC40.DLL	Ordinal_2744	EXTERNAL:00000015	Function
MFC40.DLL	Ordinal_2845	EXTERNAL:00000016	Function
MFC40.DLL	Ordinal_2620	EXTERNAL:00000017	Function
MFC40.DLL	Ordinal_2696	EXTERNAL:00000018	Function
MFC40.DLL	Ordinal_2961	EXTERNAL:00000019	Function
MFC40.DLL	Ordinal_3345	EXTERNAL:0000001a	Function
MFC40.DLL	Ordinal_3346	EXTERNAL:0000001b	Function
MFC40.DLL	Ordinal_3340	EXTERNAL:0000001c	Function
MFC40.DLL	Ordinal_4691	EXTERNAL:0000001d	Function
MFC40.DLL	Ordinal_3580	EXTERNAL:0000001e	Function
MFC40.DLL	Ordinal_4101	EXTERNAL:0000001f	Function
MFC40.DLL	Ordinal_2694	EXTERNAL:00000020	Function
MFC40.DLL	Ordinal_3242	EXTERNAL:00000021	Function
MFC40.DLL	Ordinal_675	EXTERNAL:00000022	Function
MFC40.DLL	Ordinal_706	EXTERNAL:00000023	Function
MFC40.DLL	Ordinal_701	EXTERNAL:00000024	Function
MFC40.DLL	Ordinal_724	EXTERNAL:00000025	Function
MFC40.DLL	Ordinal_509	EXTERNAL:00000026	Function
MFC40.DLL	Ordinal_486	EXTERNAL:00000027	Function
MFC40.DLL	Ordinal_439	EXTERNAL:00000028	Function
MFC40.DLL	Ordinal_731	EXTERNAL:00000029	Function
MFC40.DLL	Ordinal_2008	EXTERNAL:0000002a	Function
MFC40.DLL	Ordinal_2081	EXTERNAL:0000002b	Function
MFC40.DLL	Ordinal_2293	EXTERNAL:0000002c	Function
MFC40.DLL	Ordinal_2115	EXTERNAL:0000002d	Function
MFC40.DLL	Ordinal_4450	EXTERNAL:0000002e	Function
MFC40.DLL	Ordinal_4173	EXTERNAL:0000002f	Function
MFC40.DLL	Ordinal_1014	EXTERNAL:00000030	Function
MFC40.DLL	Ordinal_1035	EXTERNAL:00000031	Function
MFC40.DLL	Ordinal_762	EXTERNAL:00000032	Function
MFC40.DLL	Ordinal_2736	EXTERNAL:00000033	Function
MFC40.DLL	Ordinal_3151	EXTERNAL:00000034	Function
MFC40.DLL	Ordinal_592	EXTERNAL:00000035	Function
MFC40.DLL	Ordinal_537	EXTERNAL:00000036	Function
MFC40.DLL	Ordinal_784	EXTERNAL:00000037	Function
MFC40.DLL	Ordinal_2456	EXTERNAL:00000038	Function
MFC40.DLL	Ordinal_3906	EXTERNAL:00000039	Function
MFC40.DLL	Ordinal_1061	EXTERNAL:0000003a	Function
MFC40.DLL	Ordinal_5003	EXTERNAL:0000003b	Function
MFC40.DLL	Ordinal_4619	EXTERNAL:0000003c	Function
MFC40.DLL	Ordinal_336	EXTERNAL:0000003d	Function
MFC40.DLL	Ordinal_340	EXTERNAL:0000003e	Function
MFC40.DLL	Ordinal_271	EXTERNAL:0000003f	Function
MFC40.DLL	Ordinal_545	EXTERNAL:00000040	Function
MFC40.DLL	Ordinal_285	EXTERNAL:00000041	Function
MFC40.DLL	Ordinal_4205	EXTERNAL:00000042	Function
MFC40.DLL	Ordinal_4429	EXTERNAL:00000043	Function
MFC40.DLL	Ordinal_2735	EXTERNAL:00000044	Function
MFC40.DLL	Ordinal_3148	EXTERNAL:00000045	Function
MFC40.DLL	Ordinal_3185	EXTERNAL:00000046	Function
MFC40.DLL	Ordinal_3158	EXTERNAL:00000047	Function
MFC40.DLL	Ordinal_3537	EXTERNAL:00000048	Function
MFC40.DLL	Ordinal_1461	EXTERNAL:00000049	Function
MFC40.DLL	Ordinal_2213	EXTERNAL:0000004a	Function
MFC40.DLL	Ordinal_4702	EXTERNAL:0000004b	Function
MFC40.DLL	Ordinal_3920	EXTERNAL:0000004c	Function
MFC40.DLL	Ordinal_1784	EXTERNAL:0000004d	Function
MFC40.DLL	Ordinal_3912	EXTERNAL:0000004e	Function
MFC40.DLL	Ordinal_895	EXTERNAL:0000004f	Function
MFC40.DLL	Ordinal_5492	EXTERNAL:00000050	Function
MFC40.DLL	Ordinal_3656	EXTERNAL:00000051	Function
MFC40.DLL	Ordinal_817	EXTERNAL:00000052	Function
MFC40.DLL	Ordinal_1627	EXTERNAL:00000053	Label
MFC40.DLL	Ordinal_4817	EXTERNAL:00000054	Function
MFC40.DLL	Ordinal_2403	EXTERNAL:00000055	Function
MFC40.DLL	Ordinal_5656	EXTERNAL:00000056	Function
MFC40.DLL	Ordinal_1725	EXTERNAL:00000057	Function
MFC40.DLL	Ordinal_4819	EXTERNAL:00000058	Function
MFC40.DLL	Ordinal_3761	EXTERNAL:00000059	Label
MFC40.DLL	Ordinal_5648	EXTERNAL:0000005a	Function
MFC40.DLL	Ordinal_3963	EXTERNAL:0000005b	Function
MFC40.DLL	Ordinal_2234	EXTERNAL:0000005c	Function
MFC40.DLL	Ordinal_2197	EXTERNAL:0000005d	Function
MFC40.DLL	Ordinal_5070	EXTERNAL:0000005e	Function
MFC40.DLL	Ordinal_3431	EXTERNAL:0000005f	Function
MFC40.DLL	Ordinal_965	EXTERNAL:00000060	Function
MFC40.DLL	Ordinal_4627	EXTERNAL:00000061	Function
MFC40.DLL	Ordinal_2097	EXTERNAL:00000062	Function
MFC40.DLL	Ordinal_2909	EXTERNAL:00000063	Function
MFC40.DLL	Ordinal_4713	EXTERNAL:00000064	Function
MFC40.DLL	Ordinal_4715	EXTERNAL:00000065	Function
MFC40.DLL	Ordinal_3579	EXTERNAL:00000066	Function
MFC40.DLL	Ordinal_4165	EXTERNAL:00000067	Function
MFC40.DLL	Ordinal_4719	EXTERNAL:00000068	Function
MFC40.DLL	Ordinal_4703	EXTERNAL:00000069	Function
MFC40.DLL	Ordinal_5053	EXTERNAL:0000006a	Function
MFC40.DLL	Ordinal_4096	EXTERNAL:0000006b	Function
MFC40.DLL	Ordinal_3259	EXTERNAL:0000006c	Function
MFC40.DLL	Ordinal_3153	EXTERNAL:0000006d	Function
MFC40.DLL	Ordinal_721	EXTERNAL:0000006e	Function
MFC40.DLL	Ordinal_504	EXTERNAL:0000006f	Function
MFC40.DLL	Ordinal_4869	EXTERNAL:00000070	Function
MFC40.DLL	Ordinal_5630	EXTERNAL:00000071	Function
MFC40.DLL	Ordinal_1426	EXTERNAL:00000072	Function
MFC40.DLL	Ordinal_5056	EXTERNAL:00000073	Function
MFC40.DLL	Ordinal_2299	EXTERNAL:00000074	Function
MFC40.DLL	Ordinal_1060	EXTERNAL:00000075	Function
